,id,chrom,start,end
775,gene_10328,chr14,104807,104906
776,gene_10342,chr14,108789,109386
777,gene_10355,chr14,113713,113713
778,gene_10368,chr14,120598,120914
779,gene_10382,chr14,132990,134590
780,gene_10395,chr14,140866,140882
781,gene_10408,chr14,159579,159579
782,gene_10422,chr14,173234,173234
783,gene_10435,chr14,184751,185411
784,gene_10448,chr14,192915,193101
785,gene_10462,chr14,199674,200065
786,gene_10475,chr14,216237,216237
787,gene_10488,chr14,243965,243965
788,gene_10502,chr14,293546,293546
789,gene_10515,chr14,300927,301765
790,gene_10528,chr14,324085,324726
791,gene_10542,chr14,335828,335882
792,gene_10555,chr14,346154,346607
793,gene_10568,chr14,353435,353435
794,gene_10582,chr14,357422,357422
795,gene_10595,chr14,361130,361825
796,gene_10608,chr14,376813,381426
797,gene_10622,chr14,395702,396235
798,gene_10635,chr14,412921,413074
799,gene_10648,chr14,422345,422345
800,gene_10662,chr14,427800,428439
801,gene_10675,chr14,441876,441939
802,gene_10688,chr14,453421,456511
803,gene_10702,chr14,480642,480924
804,gene_10715,chr14,495985,495985
805,gene_10728,chr14,500876,500918
806,gene_10742,chr14,512135,513188
807,gene_10755,chr14,525629,526128
808,gene_10768,chr14,535016,535016
809,gene_10781,chr14,544242,544327
810,gene_10795,chr14,553743,554038
811,gene_10808,chr14,562258,562293
812,gene_10821,chr14,578419,578433
813,gene_10835,chr14,586874,586932
814,gene_10848,chr14,593483,594480
815,gene_10861,chr14,607366,607472
816,gene_10875,chr14,616746,616746
817,gene_10888,chr14,628787,628790
818,gene_10901,chr14,637651,637651
819,gene_10915,chr14,648132,649337
820,gene_10928,chr14,659339,659945
821,gene_10941,chr14,680048,680048
822,gene_10955,chr14,694085,694085
823,gene_10968,chr14,703357,703444
824,gene_10981,chr14,710777,710899
825,gene_10995,chr14,725119,725119
826,gene_11008,chr14,748652,748657
827,gene_11021,chr15,24626,24626
828,gene_11035,chr15,32081,32147
829,gene_11048,chr15,40039,40089
830,gene_11061,chr15,43486,43525
831,gene_11075,chr15,44329,44701
832,gene_11088,chr15,51301,51451
833,gene_11101,chr15,55740,55740
834,gene_11115,chr15,61928,61946
835,gene_11128,chr15,67957,68014
836,gene_11141,chr15,76185,76185
837,gene_11155,chr15,79811,80196
838,gene_11168,chr15,92084,92657
839,gene_11181,chr15,97174,97832
840,gene_11195,chr15,107871,107885
841,gene_11208,chr15,113259,114719
842,gene_11221,chr15,131412,131466
843,gene_11235,chr15,138410,138410
844,gene_11248,chr15,142865,142954
845,gene_11261,chr15,144877,145250
846,gene_11275,chr15,148941,148956
847,gene_11288,chr15,155320,155320
848,gene_11301,chr15,159127,159288
849,gene_11315,chr15,170477,171567
850,gene_11328,chr15,178566,178575
851,gene_11341,chr15,189515,189984
852,gene_11355,chr15,202206,202415
853,gene_11368,chr15,208842,208842
854,gene_11381,chr15,216464,216568
855,gene_11395,chr15,223766,226324
856,gene_11408,chr15,239642,240616
857,gene_11421,chr15,250216,250216
858,gene_11434,chr15,259426,259426
859,gene_11448,chr15,271060,271060
860,gene_11461,chr15,279673,279673
861,gene_11474,chr15,286905,287079
862,gene_11488,chr15,291934,291934
863,gene_11501,chr15,300104,300116
864,gene_11514,chr15,315983,315983
865,gene_11528,chr15,341588,344404
866,gene_11541,chr15,349140,349403
867,gene_11554,chr15,373056,373067
868,gene_11568,chr15,378105,378105
869,gene_11581,chr15,384648,385029
870,gene_11594,chr15,390419,390439
871,gene_11608,chr15,408894,409166
872,gene_11621,chr15,417439,417439
873,gene_11634,chr15,421840,421840
874,gene_11648,chr15,425142,425849
875,gene_11661,chr15,433569,433569
876,gene_11674,chr15,443437,443437
877,gene_11688,chr15,450006,450006
878,gene_11701,chr15,453467,455965
879,gene_11714,chr15,463611,463708
880,gene_11728,chr15,470677,470860
881,gene_11741,chr15,477401,479397
882,gene_11754,chr15,487296,487296
883,gene_11768,chr15,491049,491369
884,gene_11781,chr15,496315,496472
885,gene_11794,chr15,506495,507019
886,gene_11808,chr15,514337,514337
887,gene_11821,chr15,516883,517103
888,gene_11834,chr15,518193,518193
889,gene_11848,chr15,523078,523650
890,gene_11861,chr15,546142,546298
891,gene_11874,chr15,561337,561337
892,gene_11888,chr15,605752,606560
893,gene_11901,chr15,634171,634516
894,gene_11914,chr15,657022,657022
895,gene_11928,chr15,671951,672422
896,gene_11941,chr15,682463,683112
897,gene_11954,chr15,692864,693906
898,gene_11968,chr15,722824,723034
899,gene_11981,chr15,737796,738104
900,gene_11994,chr15,746481,746499
901,gene_12008,chr15,755943,756951
902,gene_12021,chr15,768604,768604
903,gene_12034,chr15,793524,796393
904,gene_12047,chr15,814200,814200
905,gene_12061,chr15,830861,831003
906,gene_12074,chr15,845652,845858
907,gene_12087,chr15,853215,853339
908,gene_12101,chr15,878635,878635
909,gene_12114,chr15,891999,892063
910,gene_12127,chr15,901354,901354
911,gene_12141,chr15,920416,920416
912,gene_12154,chr15,946463,946463
913,gene_12167,chr15,968262,968360
914,gene_12181,chr15,979707,979707
915,gene_12194,chr15,994966,998984
916,gene_12207,chr15,1023548,1023548
917,gene_12221,chr15,1054104,1054976
918,gene_12234,chr16,26469,26469
919,gene_12247,chr16,29388,29423
920,gene_12261,chr16,35436,35444
921,gene_12274,chr16,38552,38552
922,gene_12287,chr16,44730,44730
923,gene_12301,chr16,49689,49689
924,gene_12314,chr16,65336,65346
925,gene_12327,chr16,73106,73241
926,gene_12341,chr16,77861,77941
927,gene_12354,chr16,83332,83346
928,gene_12367,chr16,89751,89751
929,gene_12381,chr16,100195,100346
930,gene_12394,chr16,107670,107919
931,gene_12407,chr16,119500,120454
932,gene_12421,chr16,134030,134204
933,gene_12434,chr16,145191,145191
934,gene_12447,chr16,166563,166594
935,gene_12461,chr16,200991,201216
936,gene_12474,chr16,218490,218614
937,gene_12487,chr16,230088,230208
938,gene_12501,chr16,246216,246216
939,gene_12514,chr16,264019,264019
940,gene_12527,chr16,283090,283406
941,gene_12541,chr16,302876,302876
942,gene_12554,chr16,316618,318016
943,gene_12567,chr16,327237,327790
944,gene_12581,chr16,336853,336909
945,gene_12594,chr16,349948,350258
946,gene_12607,chr16,362452,362521
947,gene_12621,chr16,372860,373025
948,gene_12634,chr16,382962,383491
949,gene_12647,chr16,396536,396536
950,gene_12661,chr16,421812,421812
951,gene_12674,chr16,430699,430699
952,gene_12687,chr16,445267,445268
953,gene_12700,chr16,454922,454922
954,gene_12714,chr16,462488,462488
955,gene_12727,chr16,473384,476081
956,gene_12740,chr16,498173,498574
957,gene_12754,chr16,515834,515834
958,gene_12767,chr16,519524,519558
959,gene_12780,chr16,531293,532000
960,gene_12794,chr16,541949,541949
961,gene_12807,chr16,545731,545731
962,gene_12820,chr16,549302,549302
963,gene_12834,chr16,556239,557566
964,gene_12847,chr16,566817,567324
965,gene_12860,chr16,574544,575362
966,gene_12874,chr16,581263,581263
967,gene_12887,chr16,583412,583498
968,gene_12900,chr16,620256,620256
969,gene_12914,chr16,634597,636741
970,gene_12927,chr16,649331,649546
971,gene_12940,chr16,655520,655695
972,gene_12954,chr16,663002,663002
973,gene_12967,chr16,670791,673182
974,gene_12980,chr16,679993,679993
975,gene_12994,chr16,685928,685928
976,gene_13007,chr16,692211,692211
977,gene_13020,chr16,697755,698079
978,gene_13034,chr16,721063,721075
979,gene_13047,chr16,741122,741122
980,gene_13060,chr16,750183,750729
981,gene_13074,chr16,794438,795494
982,gene_13087,chr16,827327,827327
983,gene_13100,chr16,831116,831116
984,gene_13114,chr16,835103,835173
985,gene_13127,chr16,843254,843562
986,gene_13140,chr16,862568,862568
987,gene_13154,chr16,874951,875063
988,gene_13167,chr16,882639,882720
989,gene_13180,chr16,884754,884771
990,gene_13194,chr16,889317,889317
991,gene_13207,chr16,896161,896335
992,gene_13220,chr16,902912,903089
993,gene_13234,chr16,914257,914584
994,gene_13247,chr16,922432,922432
995,gene_13260,chr16,928119,928130
996,gene_13274,chr16,931402,931594
997,gene_13287,chr16,934388,934624
998,gene_13300,chr16,939647,939679
999,gene_13314,chr16,944640,944667
