cigarette_packs_per_day,datavizitis_deaths_per_thousand,coffee_cups_per_day
1,8.667938695150143,1-5
1,8.949884717063462,0
1,9.35297457656915,0
0,5.340734482129549,0
0,4.707802507353313,0
0,3.2073746528477374,1-5
0,3.9678314368728103,0
0,3.8926455667877886,0
0,4.4227789547769545,0
0,4.925843658629829,0
0,4.918205755887972,0
2,13.723988245951597,1-5
1,10.563940987560857,0
0,4.752568845996623,0
1,10.884532047593906,0
0,4.944198327290672,0
2,16.60132295773576,5+
2,15.966545311450126,1-5
0,5.846225756202748,5+
1,10.022250636017779,0
2,15.402084753557096,1-5
2,17.77243472044688,1-5
1,10.389037122279891,0
1,10.073744421004413,5+
0,3.223695583461664,0
2,14.211692382536462,5+
0,4.792715482141853,1-5
2,15.645521197768241,5+
1,8.885877434991684,1-5
1,9.64098269961206,1-5
1,11.088626928043595,1-5
0,5.195402474550299,0
0,3.358991490247262,0
0,4.388491172857056,0
0,3.6950335191474393,0
2,15.112300083591439,5+
0,4.086384334370357,1-5
0,4.022354417395995,0
2,14.244864628026605,5+
2,15.372345318481809,1-5
2,14.93939236315269,1-5
2,12.570551309997732,1-5
0,6.552972024501663,0
0,5.588769654216672,0
2,15.123699275075005,5+
1,9.518819049740598,5+
0,3.3283456526824384,0
2,17.195722877810866,5+
0,6.397288694773112,1-5
0,4.656693728246525,1-5
1,10.523530644185344,1-5
1,9.675286778933923,1-5
1,8.16327456112407,5+
0,4.088176631036343,0
2,15.631927966771958,1-5
0,4.045452281256556,0
0,4.281346722564964,1-5
2,15.408600442490885,0
2,15.419121502134539,5+
2,15.552258490497483,1-5
2,14.439394933603399,5+
1,8.782983850872064,1-5
1,8.21541573430003,1-5
0,5.4778155496862,1-5
1,7.394353058159675,1-5
0,5.6535903433169254,0
0,5.886349397262843,0
1,9.19781941301738,0
1,6.896862912172701,1-5
0,4.13868943803271,0
0,4.43581583871118,0
1,8.489401780071086,0
0,3.984781606191757,0
2,17.03019519886335,5+
1,10.16492716230174,1-5
1,8.5754358856219,0
1,7.902400830404568,0
2,15.172982682390229,5+
0,4.286543220649562,0
1,9.996199187363317,5+
1,8.96468328743234,5+
0,5.011499575361862,1-5
2,17.43515404006023,1-5
2,16.315501022444263,5+
1,9.451911492669227,1-5
2,15.316849528946705,5+
2,15.143326865820129,1-5
1,10.680640912452144,1-5
2,14.872686554048697,1-5
1,9.545222708999983,1-5
1,9.551197901881086,1-5
1,8.998215807188467,1-5
2,14.1275344521159,5+
0,4.822974503617668,0
2,15.438996028144617,5+
2,16.00024046943657,5+
0,3.966399693560833,0
2,16.720821298813046,1-5
0,3.6232262187881554,0
0,6.212040284017893,0
1,7.752363490171739,1-5
0,4.934770064556891,1-5
2,15.975430682526623,1-5
2,14.704442932059118,5+
1,9.924393937861012,0
0,5.779518669760159,0
0,2.2831811606459356,0
1,10.002744807490815,5+
2,13.006729179669922,5+
1,8.534335196476793,1-5
0,6.129166364900945,1-5
1,8.918217966607946,0
1,8.326120035591028,0
2,15.302062271015318,5+
0,6.567906338163552,0
2,13.668317752793975,1-5
1,8.448690088360655,1-5
2,16.997431683179627,5+
0,6.357702343537732,0
1,9.396568775709715,1-5
2,14.260947297473358,0
0,6.595843501809159,0
2,17.094442391749197,5+
1,10.178946987762233,5+
0,3.68759765106258,0
0,4.450970659161963,0
1,9.33963991895517,5+
0,4.830851304615578,0
1,10.951001438131335,0
0,5.379417041137403,1-5
1,8.42262392301524,1-5
0,5.876496450019538,1-5
2,15.813132140013156,5+
2,16.187065795858917,1-5
2,16.966540859278602,1-5
1,8.388419750486449,1-5
0,4.464174421293537,0
2,14.968545448640786,5+
0,2.932140574634544,1-5
0,4.84670997760492,1-5
0,7.011556551584423,0
1,7.659922255494247,1-5
2,15.46771938895053,5+
1,10.140542935074773,1-5
1,9.623078201656181,1-5
0,4.386871947484259,0
2,14.200783636554176,1-5
1,9.732786742940164,0
1,8.743236022984073,1-5
0,2.3100782950214467,0
2,16.69459222051373,5+
1,10.458385819842043,5+
0,4.55166097685108,0
0,4.729074688205703,1-5
1,10.574318012715562,1-5
1,9.724339656778083,0
0,5.404017554761315,1-5
2,15.20251779912615,5+
0,5.811983738573947,0
1,9.820785725932684,1-5
2,15.694051943605874,1-5
1,8.229938911287968,1-5
1,9.78695585430171,0
0,3.668045082505549,1-5
0,3.861717273471506,0
2,14.68462437168388,5+
1,8.433765068100776,1-5
2,17.62477140301696,5+
0,5.831339061988404,1-5
0,6.420367502144261,0
0,3.2771049804444363,0
1,9.571253749910893,1-5
0,3.2064923747959044,1-5
2,14.804305122802935,5+
1,8.581873016583426,5+
2,16.73958400644156,5+
0,4.10377032189824,0
2,16.568379333694015,1-5
2,16.10412088958852,5+
2,17.80363875210479,5+
2,14.020555776860276,1-5
2,16.7592332397868,5+
1,10.646440870400728,5+
0,3.5266211619729653,0
0,5.50713333647316,0
2,15.836144963026229,1-5
1,9.272523740046593,0
2,14.676064513028,5+
1,8.780890548550815,0
0,6.549812095785926,0
0,4.500682818957483,1-5
1,10.28213000153146,1-5
1,8.709100618332446,5+
0,3.720147053778361,5+
1,10.581984809249942,1-5
0,3.150423788448468,0
1,9.084786232094729,1-5
0,4.534027411072232,0
2,15.611372601840053,1-5
0,4.320906714983844,1-5
1,9.895819781095923,0
0,5.192855755817812,1-5
0,5.23463754545933,0
0,3.5141961913321733,0
1,9.215844902071202,0
1,10.694762861876939,5+
0,5.394647187573872,0
1,8.127140548518936,5+
2,15.851479900352201,1-5
2,13.52177475062519,1-5
0,4.54693490206037,0
1,11.397767016745977,1-5
0,3.5521072827310136,0
0,3.665676954508418,0
2,16.26402978157286,1-5
0,2.957198484790354,1-5
1,8.86724497011496,0
1,10.096441137581753,5+
1,8.865714152310597,0
1,9.264030012789028,1-5
0,5.244185710315034,0
0,4.921546083536561,0
1,9.766818396295402,1-5
0,4.160877720729961,0
0,4.870061115268955,0
0,4.3762673199002435,1-5
0,4.957805609925785,0
0,4.003067974882022,1-5
0,4.317431025620459,0
1,8.510042207447986,1-5
1,9.464992389993764,1-5
2,14.688999136371155,1-5
0,3.385953549838007,0
0,4.758661147855388,0
0,4.71273977585766,0
1,10.282873734948572,1-5
1,9.0688744304249,0
0,4.908052846836756,0
2,16.050797572273662,5+
0,4.944773807831595,5+
1,8.674346317197857,1-5
1,9.64936348227119,0
2,15.86414029605466,5+
1,9.507178466907941,5+
2,13.413522341628916,5+
0,4.66048962397348,0
2,17.71253103939724,5+
0,4.1399607312430176,0
2,14.771922902144679,5+
1,9.873348559711399,0
2,15.812378210466571,1-5
1,10.692735165416414,1-5
1,8.242131844091112,1-5
1,10.231380252574992,5+
1,10.090422061251463,5+
0,4.357853463059454,0
0,4.83868731792169,0
0,5.5294574815983575,1-5
0,5.37231538002845,0
2,14.35698068792627,1-5
0,5.320158186755484,0
2,15.435311394967481,5+
0,4.572874098015515,1-5
0,4.573196991001694,0
2,15.34975701120174,1-5
1,10.691707497107064,5+
1,9.416282040150788,1-5
1,8.380453871616831,1-5
1,9.106470144030272,1-5
0,4.678694716810476,1-5
2,16.72921478429705,1-5
2,16.103094684948832,1-5
1,8.649464721252956,1-5
0,6.985189916678891,0
1,9.76477531097798,1-5
0,5.775390737999015,0
0,4.348285566422771,0
0,5.03335924470545,0
1,10.339468504518404,0
2,16.718194711754258,1-5
1,10.557368305378224,5+
1,10.372197000072978,5+
1,9.184913268805891,1-5
0,3.9282539580439386,1-5
0,4.832607510324197,0
2,16.43312807234107,5+
0,4.277279299223393,0
2,16.565171965714388,5+
1,10.952616745486178,0
1,8.583679080926581,1-5
1,8.66307929620372,5+
1,9.359624941094664,1-5
2,15.807612668189197,1-5
2,14.97543298623295,1-5
1,10.852202678867144,1-5
0,4.924066861518451,0
1,9.53944704824074,1-5
2,14.064090476131472,5+
0,3.184184183572493,0
1,9.781009250281807,1-5
1,7.367404373845163,5+
1,10.512637409644071,1-5
0,4.34184615562768,0
1,12.743092969594734,1-5
2,17.80791625061611,5+
0,4.318550930752483,0
0,4.393662997468685,1-5
2,16.49558151400203,5+
0,6.203172609918038,0
2,13.861970942563984,5+
1,7.713624534645313,1-5
0,3.8779651944456184,0
2,16.082737583173863,5+
1,9.996873590507597,5+
1,10.56977145498385,0
0,3.3003024716346916,0
1,7.183856137031123,1-5
0,5.358014195302145,0
0,3.6718037270347654,0
2,13.481512135611363,1-5
0,4.645063745959382,0
1,10.293175688218678,1-5
0,4.377942867878723,0
2,15.042151613817511,5+
0,4.340637767854093,1-5
2,15.129417237599217,5+
1,8.151952888059833,1-5
0,3.7853193230095683,0
0,5.021279905013815,0
0,4.8216785413765,0
1,9.66805980596682,1-5
0,3.5048515181466207,0
2,15.318496837864332,1-5
1,7.322934953557145,0
0,4.67847666388539,0
1,10.928857707813567,0
1,8.025867867957894,5+
0,3.914072326682245,0
0,4.82910677871013,0
0,5.752842634427484,0
1,9.05177538369985,5+
1,8.807749670734104,1-5
1,7.531076857583917,1-5
2,15.603438129308106,5+
2,17.542076040143744,1-5
1,9.777358461964676,1-5
2,15.477721020816286,1-5
0,4.8220823107669855,0
0,4.488907996051398,0
0,3.6869856277398703,0
0,5.3232799156777055,0
1,9.725761523111755,1-5
2,15.517613251933657,1-5
0,3.52463397272175,0
0,5.803507931934759,0
1,10.16470274533311,5+
2,14.947079162632697,1-5
0,5.501824853681937,0
1,9.002429161614792,1-5
0,3.717996507488963,0
0,3.740296882519713,0
2,13.72893144691191,1-5
2,15.971542380418207,1-5
0,2.66885512166165,0
2,14.271556168734238,5+
1,7.424411990921467,0
2,15.413930307209107,5+
1,9.349679539728127,1-5
1,9.173303786813635,1-5
1,8.457422305329423,1-5
1,8.32776624656336,1-5
0,4.964369863546574,0
0,3.9494480682915123,1-5
0,4.8163583215361445,1-5
1,8.614751313875777,0
0,4.681062742771083,0
1,10.803278037316064,5+
2,16.086165800392784,1-5
0,4.08758618178352,0
1,9.757198970355928,1-5
1,9.259334825469788,0
2,15.507880184694729,5+
0,4.174388947851496,0
1,9.335664794114608,1-5
2,15.712093353074176,5+
2,14.50664130041805,5+
1,8.484121173010022,1-5
1,8.111457446168789,0
1,7.89972889549629,1-5
2,14.28271730777952,5+
1,9.659462506804129,1-5
0,3.607212484508116,0
2,16.013614464231097,1-5
1,9.534713748752562,1-5
1,7.531495786561946,1-5
0,5.15497558422169,0
1,10.31079864559171,1-5
0,3.5061373251651466,0
1,9.920191542894992,1-5
0,3.643501762590801,0
1,9.597670376748335,1-5
2,14.235501593045035,5+
0,2.706893547465423,1-5
2,15.117182810387032,5+
1,9.376271053725164,5+
2,15.102320306385396,0
2,14.31596944177744,5+
1,9.100100937868863,1-5
1,9.769294752580734,5+
2,15.455106969877463,1-5
1,9.682501030599214,5+
0,3.829884799545767,0
1,10.67171791471616,1-5
2,14.32382666344522,1-5
2,15.987560297086718,1-5
2,16.68189109295996,5+
1,9.980908092748896,0
2,15.29747577293517,5+
0,3.971702953337021,0
1,10.536087651046255,1-5
0,3.077025074738327,0
0,3.5298757396203566,0
0,4.1024422345082785,0
0,5.737653757511998,0
1,9.879767636040896,0
0,3.5319542414897547,0
1,9.189692294615096,1-5
0,3.8856768559037054,0
0,3.790211007766465,1-5
0,5.478889558556779,0
0,3.1282568707364944,0
1,11.108780855734373,1-5
1,10.328229690184623,0
1,10.590861670603697,1-5
1,9.037060487974742,5+
0,4.350059280920891,1-5
2,14.066848185475289,1-5
1,8.975337592933197,1-5
1,9.993654847643151,5+
0,5.796063061781396,0
0,3.3928431831975483,0
0,4.134494063014734,0
0,4.348700779767477,0
1,8.104210797807514,5+
1,10.091349241758401,1-5
1,8.776009668257391,0
2,15.304609648822977,1-5
2,15.048050628088122,5+
1,8.710661494280325,5+
2,15.492955014519445,5+
0,4.2843904214319775,0
0,4.128142117721334,0
0,3.771538378319657,1-5
1,9.819524670782956,1-5
2,17.153617268492283,1-5
0,4.639887232839127,1-5
2,16.496118214911128,1-5
0,3.1097780748465373,0
2,15.65776143929377,1-5
0,3.402631681028933,0
0,3.0230750724680986,0
1,8.760628592540964,1-5
0,5.691899334413573,0
0,5.450015828669645,0
0,4.743004722054399,0
2,13.96729944011007,0
1,9.303719348612063,1-5
0,4.801700008901736,0
1,9.675536229578597,1-5
1,7.656206416519254,5+
0,3.6096821519801283,1-5
1,9.435922235851283,5+
0,5.03629090951719,0
0,2.3038721789000536,0
1,9.337876024520142,1-5
0,4.643048769878952,0
1,10.349611988516212,1-5
1,10.192857584237437,0
0,5.082571318808805,1-5
1,8.700059493298065,0
0,2.5919978628766924,1-5
2,15.106947242938599,5+
1,10.50163182520856,1-5
2,16.893454527524433,5+
1,10.210549102297785,1-5
0,4.929340822801734,1-5
1,9.879639648385966,1-5
2,14.94388125323922,5+
1,9.36993970644638,1-5
2,17.16906952582633,5+
2,14.557441994208123,5+
0,6.114778790709852,0
0,4.177971845507941,1-5
1,10.825432109095079,5+
1,8.093184990502461,1-5
2,16.08590420116465,1-5
2,14.763229864052377,5+
0,3.0847328080758123,5+
0,4.718534042410946,1-5
2,16.50947178859597,5+
0,3.655058561406504,0
2,14.0009840395416,5+
1,9.408155235665046,1-5
1,9.41256467122282,5+
0,5.048319627554498,0
1,10.449594571364488,5+
1,9.440584818727507,1-5
1,11.355503314794262,0
0,4.724234744535292,0
1,9.1535734939931,1-5
2,13.888432640897172,5+
0,4.237340479683832,0
0,4.163613054588864,0
0,5.46030479628147,1-5
1,9.962483624066854,0
1,8.320630878367382,1-5
1,9.672254386411037,1-5
0,5.171531171729053,0
0,6.028031359387833,1-5
1,10.387503967414059,1-5
1,10.260846654311479,1-5
2,15.560085994615164,5+
0,4.888312005423449,0
1,10.749504900706158,0
1,8.16722260252035,1-5
1,9.150560672783044,1-5
1,8.72743125124376,1-5
1,9.879153118726125,1-5
2,16.730222175650788,1-5
0,3.903025713278926,0
0,2.109695632530562,0
1,9.08777925497553,1-5
1,10.413473732017406,1-5
0,5.037629902949879,0
0,4.928186247810576,0
0,4.220006698125521,0
2,14.220969263780214,5+
0,5.015294321624467,0
0,3.665718189965375,0
0,6.684096733380456,5+
0,5.070507208354516,0
0,3.919351697446049,0
1,8.888614752611371,0
0,4.407055793386411,0
2,15.26049807797825,1-5
0,5.616833775529955,5+
1,9.686416169744046,1-5
2,14.768368261091473,5+
1,11.390440685155783,1-5
1,9.549308331520223,1-5
0,5.268839675968897,0
0,3.8917734925552407,1-5
1,9.863115627744524,5+
2,15.811109991143196,5+
1,7.610350707903847,5+
1,11.51527511046064,1-5
1,10.790644460922547,1-5
1,9.102804683854012,1-5
0,3.3977302595441445,0
1,9.847561613803553,0
2,15.586697699414396,1-5
0,4.855668948563229,0
1,9.69157739619409,1-5
0,5.006240989305926,0
1,10.947305699391807,5+
0,5.068103205128646,0
1,8.45034450109006,1-5
2,16.86256285271245,1-5
0,6.140614563488287,0
1,12.652056734512085,1-5
2,14.376505966760401,5+
2,15.742882013150275,5+
0,2.4179012968110127,0
0,5.0531491563792095,0
0,3.9517997018332274,0
2,17.423445794824953,1-5
2,14.725385029981418,0
1,7.810816962032739,0
2,15.02873625929748,1-5
1,7.5245122287828625,0
1,10.25109945450731,5+
0,2.4349169537436794,0
2,15.528457581183158,1-5
0,2.422188180143803,0
2,15.179702195463358,5+
2,17.143378155804534,1-5
1,9.860647891435795,5+
0,3.636506395035066,5+
0,4.4687965110609165,0
0,4.518016872044447,0
0,4.972630345843406,0
0,3.1331416367191736,0
2,16.09256727384733,5+
1,6.795608368397225,1-5
0,3.8701154476361896,0
0,4.0117261575484555,0
1,10.133326826071238,1-5
1,9.522630852676869,0
1,8.094436946143713,1-5
2,14.515006874182985,5+
1,9.698680009547408,5+
2,15.420932658135444,1-5
2,14.920875890364254,5+
0,4.019166210488021,0
2,16.19616799715929,1-5
0,3.9823074271307854,0
2,15.411908755970927,5+
0,6.669936588080542,1-5
2,14.076317363116077,1-5
2,13.648157268425342,5+
2,16.28358966479861,1-5
2,14.821356938705897,5+
0,4.18176247225738,0
0,3.718843621868886,5+
1,9.240199859232488,5+
0,6.098538112096342,0
1,10.30212845861812,5+
0,5.362223511886977,5+
2,14.083772944207354,1-5
1,8.34884626344713,1-5
2,12.660921340514573,5+
0,3.6906191789172462,0
2,16.45670318638566,0
2,16.01694651574837,1-5
1,9.278486737047876,1-5
1,9.477699716281947,1-5
2,14.811114457424594,1-5
0,4.7047588824017845,1-5
1,10.265878279480615,1-5
0,2.8841132125895275,0
0,4.799647687837348,0
0,5.432434870954667,0
0,4.0848997110366305,5+
0,5.200700612120584,0
0,7.314654444472553,0
2,15.395657207013109,5+
1,9.893307050005324,5+
2,14.761942916338608,5+
1,9.68125116260205,1-5
0,4.960271624982304,0
1,9.694842340270139,1-5
1,8.480304680291143,1-5
0,4.706361771325451,0
1,10.962195938717636,5+
0,4.948635764514528,0
1,10.461987189071841,1-5
1,9.262988029987373,5+
0,5.24990023942371,0
0,4.779267838216526,5+
2,14.549089270312768,5+
1,9.818521004798875,1-5
0,3.5083033365596896,0
2,14.867119725115208,1-5
0,4.689328307292374,0
1,9.797244273380125,1-5
2,14.31076753492287,1-5
0,5.553985771182877,5+
0,5.0720062783004725,0
0,3.7952715643891164,1-5
0,2.9624152035508247,0
0,4.355095420918569,0
1,9.05405628613884,5+
0,4.613140457053023,0
1,9.136883338844434,0
2,13.492543139254991,5+
2,15.111653061698842,5+
1,9.194380888931686,1-5
0,5.133661024774058,0
1,8.80180032538895,1-5
1,11.178674673372566,5+
1,7.588359449348243,5+
0,5.811167497802624,0
2,15.275681029121895,5+
1,10.359584872343556,1-5
0,4.579801484058733,0
0,5.639555536025469,0
1,9.112638035447189,1-5
2,14.401379574822188,5+
1,10.920504287271063,0
2,15.386519354117858,5+
0,4.721558473624211,1-5
1,10.734751914044795,1-5
1,8.468044757905565,1-5
0,5.095490897639257,1-5
0,3.9101052435371093,0
2,15.367830644355628,5+
0,4.572278965384289,1-5
1,7.999778138553064,1-5
0,3.7211629571795655,0
0,5.851072892413139,0
0,5.386191188584796,1-5
2,15.437360422672764,5+
2,15.743123458512892,5+
2,15.205757494363542,5+
1,10.856583385827982,1-5
0,4.299647422205836,1-5
1,9.731842092134848,1-5
1,10.646030144142065,1-5
2,14.722628515154094,5+
0,6.058789184496894,1-5
1,7.969538590256623,1-5
0,6.129642131112798,0
0,4.127324416048025,0
1,9.257301252174718,5+
1,7.609989828817057,0
0,4.045205282622307,0
0,3.4601934689731157,0
1,8.892353654626527,1-5
2,15.36268903421112,5+
2,16.457791614472907,1-5
2,15.707603351400627,5+
2,15.807676653401113,5+
0,3.4044806111544377,1-5
1,8.61924591039727,0
1,11.298725018351313,5+
0,3.7647989652367535,0
2,17.156208252057297,5+
0,4.256938801119134,0
2,15.502287936143505,5+
1,10.57036516022993,5+
1,10.771892421938656,5+
1,9.389187439720912,1-5
2,15.111756946478462,1-5
1,9.444079551477786,1-5
1,9.837957528232119,1-5
0,5.3913036868697555,0
1,9.504229858994151,1-5
0,5.1188862980231535,1-5
1,11.13835973227094,0
1,9.881309612264785,1-5
1,9.811652856004779,0
0,2.981089174909932,0
0,1.8692698631709366,0
1,9.888375729230168,1-5
0,4.405175768719128,1-5
0,3.985217325085258,1-5
0,4.743530204186345,0
2,15.439596270803092,5+
1,10.627780250633899,1-5
0,4.586110868258978,1-5
0,3.7530767149298323,1-5
0,5.490166238959289,0
2,15.282868925053798,5+
1,10.026536683672306,5+
0,4.0225892938072,0
0,3.8501731145025637,0
0,4.584168230185696,1-5
1,9.512828643543685,1-5
2,15.979827035366833,5+
0,4.231354246690257,0
0,2.6636402162296027,0
0,4.067226116411612,0
2,16.293818467143815,5+
0,4.202623920756894,0
2,15.253616597485452,5+
1,10.486376505905938,5+
0,3.7880267727410772,0
0,2.9571967817571005,0
0,4.339368880474506,0
1,9.015826048751263,1-5
2,14.533753680246747,1-5
1,9.324621544101309,1-5
1,9.991505647246784,5+
0,4.490711438432184,0
2,15.806981072686238,5+
2,17.313407698515423,5+
0,4.157121138442436,0
2,15.77834863464467,1-5
1,8.990786637400866,5+
1,8.653640280113027,5+
1,8.915092346582231,0
2,15.021241428478312,0
1,9.859475797547125,0
0,6.849075786700757,5+
0,3.7839565637241597,0
2,15.083374694384538,5+
0,4.436876986888752,1-5
0,4.895798848709747,0
1,9.763550811954785,1-5
1,10.784095793948117,1-5
1,7.073607929464792,5+
2,13.113070129804328,1-5
0,4.0041218279898505,0
0,5.597300187543709,0
0,2.9343519683944037,0
2,12.492367660306243,0
1,10.071179406219208,1-5
0,4.743657223702715,0
2,14.40979159320057,5+
2,14.51446039927907,5+
2,14.530256280365325,5+
2,15.610535317473941,5+
0,3.873684723816993,0
2,15.99406391897552,5+
1,6.645373337095609,1-5
2,14.6431481348722,1-5
1,8.373946039088949,1-5
2,15.243659321627508,5+
1,8.961952241509861,1-5
0,5.297843779895767,0
1,7.6406632283399425,0
2,15.545491476330753,5+
2,16.058336423211706,1-5
0,6.356647436561955,0
0,4.018234028906525,0
0,4.824458604352517,0
1,7.696137207437635,1-5
2,13.108043795686976,1-5
0,5.3447743757817,0
1,9.49443970635193,1-5
2,16.678512689798424,1-5
1,8.12659711103025,0
1,10.019902139528753,5+
1,11.368817840543853,1-5
1,9.919705608357265,1-5
0,4.776581505591048,0
1,9.50855608082435,1-5
1,7.929118542874088,1-5
2,16.85557293571035,5+
1,8.889142360194935,1-5
2,16.00448325638302,1-5
0,2.9369656934287462,0
1,8.32054033549222,5+
0,5.935087399222235,1-5
0,4.1526977110421575,0
1,10.953275476042545,1-5
2,15.421769340941482,1-5
0,2.658102227042143,0
1,10.392067599731721,1-5
2,14.910107682244393,1-5
0,5.198688813517044,1-5
1,9.525210867540082,1-5
1,7.956881772057129,0
1,9.664294765370569,0
0,6.6962231421528,1-5
0,4.992986458514459,0
2,15.442482246994537,5+
1,10.575343401956898,1-5
0,4.710668465203111,0
2,15.709534230262795,1-5
0,3.4083748278408974,0
1,9.733848025789598,1-5
0,5.535443416416944,0
2,14.663937847899975,5+
0,5.924495821246948,0
0,4.408293975854874,0
0,3.612230488461459,0
0,5.497632076920245,0
2,15.213205764261732,5+
2,16.25951488748611,5+
0,4.208241367741463,0
1,9.440173856470096,1-5
1,9.993560204334292,1-5
2,15.790897057590007,5+
1,7.5044682195482615,5+
0,3.3787562599056082,0
1,10.429409984790816,1-5
1,9.367863411098453,1-5
0,3.976268697228578,0
1,8.141425984742526,1-5
0,3.420263678724152,0
2,13.478201360038053,1-5
0,4.398719281298467,1-5
1,8.901562419418953,5+
1,8.533412109014685,1-5
1,9.431876574832048,1-5
0,4.863970630852738,0
1,11.593197932209945,5+
1,7.988116580436786,5+
1,10.659381043300522,1-5
1,10.473101561015072,1-5
1,8.7209072606233,5+
2,15.703235954586031,5+
0,4.042366750662385,0
2,15.68568858041874,5+
1,11.00913101340455,1-5
0,5.105606232631313,0
0,5.008608373233442,1-5
0,4.069690680045357,1-5
2,14.015943335075665,5+
1,9.291531789459592,1-5
2,16.706608154863915,1-5
1,7.972832143410352,1-5
1,8.444910631823305,0
0,4.626267736234068,1-5
0,3.5153452151527373,0
1,8.707476552884787,1-5
0,4.076401418271823,0
0,3.134382595809851,5+
1,8.525878153783632,1-5
1,10.203427916787309,0
2,14.192630217769036,1-5
2,13.902127865505163,5+
1,8.869975020466105,1-5
1,10.231955502509846,1-5
1,9.30307819200311,1-5
2,15.035418921884382,1-5
0,4.544358797515607,0
1,7.754292567140348,1-5
2,15.994705653775032,1-5
0,4.8834350314036445,0
1,9.090691525904278,0
1,10.505924511796417,0
0,3.3725039010469615,0
0,5.627908993253569,0
0,4.654493665595251,0
0,4.163447410121827,0
0,4.480126364631689,5+
2,15.392735234189058,5+
0,5.720282896417717,0
1,8.423320872528986,1-5
0,3.7374807608534018,0
2,16.53630289207248,5+
0,3.904465064816141,0
1,10.400533077331591,1-5
2,17.19943598300871,5+
2,15.098204973058367,5+
0,5.1813623265753055,0
2,14.346307718660142,5+
1,10.254733298067809,1-5
1,9.699423985986767,0
0,4.973038282160215,0
0,3.854427927964605,0
1,7.838916584432828,1-5
1,10.003252064749505,1-5
1,7.436596847520546,1-5
1,9.182649507757466,1-5
2,16.44118186641997,5+
0,4.691897735873036,0
1,11.448342644789813,5+
0,5.5251091525817735,0
2,14.846101611674424,5+
1,9.527313379851439,1-5
2,15.452629297455564,1-5
0,2.9178232366538728,1-5
0,3.5596010835156466,0
0,3.9392390930201397,0
0,2.4637794971440634,0
0,4.547493468251643,0
2,15.250928155346958,5+
0,2.827106098688426,1-5
0,4.904212865277332,0
2,16.21587274469096,5+
1,9.727034478864889,5+
2,15.17593182479103,1-5
0,5.091442151751854,0
1,10.18022036047669,1-5
0,4.807403569719688,0
0,3.675387749565239,0
2,15.77660076551118,1-5
0,5.695480650825479,0
1,8.90337094138827,0
1,11.59793933913243,1-5
0,3.9743690660146154,1-5
2,15.532407013340137,1-5
0,3.8275144039936637,0
1,9.72327083592026,5+
2,13.757778307364724,5+
1,8.953958201183278,5+
2,14.407878799651433,5+
0,4.635338347892291,1-5
1,10.494447375508907,0
0,5.146006187114551,0
1,7.128340639141108,1-5
2,17.54206965292788,5+
0,4.795279940620868,1-5
1,8.723500859507,1-5
0,4.657127918990941,0
1,9.676189822502693,1-5
1,8.833151283048437,1-5
2,15.697916667342076,1-5
1,8.892527712379692,1-5
0,4.095638007309978,0
0,3.8137208642449156,0
0,3.0673287102603473,5+
0,4.645836470215384,0
0,5.085299436516338,0
2,16.014883596076373,5+
1,10.319925252635235,1-5
1,9.824340210014869,1-5
0,3.9672745017830966,0
2,16.339663864431188,1-5
1,8.142482460158066,1-5
0,3.5993286174875196,0
1,8.535799928576756,1-5
1,10.58005605913931,1-5
0,5.442788514140076,0
1,9.987305237044994,5+
1,10.571929865211796,0
0,3.620717217588012,0
2,15.848595119860981,5+
2,15.374825571616835,5+
1,10.346882103884914,0
1,9.384775767447803,1-5
1,9.11505711158992,5+
1,10.04090851856099,1-5
1,10.376169167191232,5+
0,3.8316548051531982,0
1,9.438924328647625,1-5
2,14.441559366358348,5+
1,7.001938982507061,1-5
0,4.700459631413729,0
2,16.10890535625463,0
0,4.7620668090867255,1-5
0,2.550438282245633,0
0,4.149150569923526,0
0,2.2816522399489187,0
2,16.869701107654183,5+
1,8.413945417881914,0
0,5.755403609459896,0
2,16.445869643684144,1-5
2,14.599409647463938,5+
2,14.367215048732255,5+
0,4.850370216386338,0
1,8.655675962816929,5+
2,15.602484642158208,5+
2,15.017172409193082,5+
0,2.7188415855343666,0
0,2.269531980875541,0
1,9.726684248494598,1-5
2,14.938442253669376,5+
1,8.946910183085867,1-5
1,10.195863839093786,1-5
0,5.673442276632445,1-5
1,9.22745527863819,0
2,15.159401293090138,5+
0,5.000143033113884,0
2,14.143064430300425,5+
2,15.723153054747698,1-5
0,5.051885971822154,0
1,10.18023020841763,1-5
0,2.563247297497535,0
2,14.738644730191059,1-5
1,8.621736747176534,1-5
1,9.599886954409213,1-5
2,15.980744579767984,0
0,5.996710407445981,0
2,15.005034519631927,5+
1,9.002427501690786,1-5
0,5.649672018878747,1-5
1,9.796576938530306,1-5
2,16.767651511187974,1-5
0,4.788728003009837,0
2,14.342883381286729,1-5
2,14.166871645222194,5+
0,2.948487750941071,5+
2,16.162051834758472,5+
0,5.688596823087008,0
0,6.349362141386381,0
0,5.3431053323232405,0
2,16.662838577534984,5+
1,8.919983667346315,0
0,3.3435841832561435,1-5
1,10.350079332417554,1-5
1,9.9176807522394,5+
0,4.607444374340893,1-5
2,15.88737148063299,5+
2,15.823185482458205,5+
1,10.78381685985356,1-5
2,16.794985584816956,5+
1,10.044220352340346,1-5
2,16.345802872562928,5+
1,10.014062552424775,5+
1,9.03883026796538,1-5
